Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
cellular response to oxygen-containing compound (GO:1901701)	4/323	0.07882672962842319	0.16055599387494723	0	0	2.5576018808777428	6.49759558661518	PRDX5;JUN;RAP1A;TLR2
cytoplasmic translation (GO:0002181)	2/93	0.07902008216924429	0.16063850359743861	0	0	4.442475891455484	11.27524039277228	RPL24;RPS27A
negative regulation of cell death (GO:0060548)	2/94	0.08048343457235077	0.16173649517477404	0	0	4.39396628216504	11.071493966406615	HSPA1B;HSPA1A
cotranslational protein targeting to membrane (GO:0006613)	2/94	0.08048343457235077	0.16173649517477404	0	0	4.39396628216504	11.071493966406615	RPL24;RPS27A
axon guidance (GO:0007411)	3/203	0.0816743571184012	0.16173649517477404	0	0	3.0463917525773194	7.63125762325125	VASP;SEMA4A;SEMA4D
negative regulation of ATP metabolic process (GO:1903579)	1/17	0.08171463267155567	0.16173649517477404	0	0	12.553030303030303	31.43934295429433	NUPR1
negative regulation of ATPase activity (GO:0032780)	1/17	0.08171463267155567	0.16173649517477404	0	0	12.553030303030303	31.43934295429433	IFIT1
pyrimidine-containing compound catabolic process (GO:0072529)	1/17	0.08171463267155567	0.16173649517477404	0	0	12.553030303030303	31.43934295429433	UPP1
regulation of Arp2/3 complex-mediated actin nucleation (GO:0034315)	1/17	0.08171463267155567	0.16173649517477404	0	0	12.553030303030303	31.43934295429433	GMFG
negative regulation of phagocytosis (GO:0050765)	1/17	0.08171463267155567	0.16173649517477404	0	0	12.553030303030303	31.43934295429433	TLR2
copper ion homeostasis (GO:0055070)	1/17	0.08171463267155567	0.16173649517477404	0	0	12.553030303030303	31.43934295429433	ATOX1
regulation of NLRP3 inflammasome complex assembly (GO:1900225)	1/17	0.08171463267155567	0.16173649517477404	0	0	12.553030303030303	31.43934295429433	GBP5
positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737)	1/17	0.08171463267155567	0.16173649517477404	0	0	12.553030303030303	31.43934295429433	CCND2
positive regulation of cytokine production involved in inflammatory response (GO:1900017)	1/17	0.08171463267155567	0.16173649517477404	0	0	12.553030303030303	31.43934295429433	GBP5
synaptic vesicle membrane organization (GO:0048499)	1/17	0.08171463267155567	0.16173649517477404	0	0	12.553030303030303	31.43934295429433	SYNGR2
mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)	1/17	0.08171463267155567	0.16173649517477404	0	0	12.553030303030303	31.43934295429433	COX5B
mRNA metabolic process (GO:0016071)	2/95	0.08195524023714265	0.16190781482939273	0	0	4.346499890278692	10.873126025503971	HSPA1B;HSPA1A
calcium ion homeostasis (GO:0055074)	2/97	0.08492373600454328	0.16604683834532769	0	0	4.254564983888292	10.49176426482804	CD40;CCR2
regulation of adaptive immune response (GO:0002819)	1/18	0.08630995715059277	0.16604683834532769	0	0	11.81402257872846	28.942114306609312	IRF7
regulation of brown fat cell differentiation (GO:0090335)	1/18	0.08630995715059277	0.16604683834532769	0	0	11.81402257872846	28.942114306609312	PTGS2
negative regulation of leukocyte cell-cell adhesion (GO:1903038)	1/18	0.08630995715059277	0.16604683834532769	0	0	11.81402257872846	28.942114306609312	ASS1
cellular response to dsRNA (GO:0071359)	1/18	0.08630995715059277	0.16604683834532769	0	0	11.81402257872846	28.942114306609312	IFIT1
regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901028)	1/18	0.08630995715059277	0.16604683834532769	0	0	11.81402257872846	28.942114306609312	HSPA1A
dendritic cell migration (GO:0036336)	1/18	0.08630995715059277	0.16604683834532769	0	0	11.81402257872846	28.942114306609312	CCR2
positive chemotaxis (GO:0050918)	1/18	0.08630995715059277	0.16604683834532769	0	0	11.81402257872846	28.942114306609312	FPR2
positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050)	1/18	0.08630995715059277	0.16604683834532769	0	0	11.81402257872846	28.942114306609312	PTGS2
regulation of transforming growth factor beta production (GO:0071634)	1/18	0.08630995715059277	0.16604683834532769	0	0	11.81402257872846	28.942114306609312	PTGS2
release of cytochrome c from mitochondria (GO:0001836)	1/18	0.08630995715059277	0.16604683834532769	0	0	11.81402257872846	28.942114306609312	SOD2
positive regulation of interleukin-4 production (GO:0032753)	1/18	0.08630995715059277	0.16604683834532769	0	0	11.81402257872846	28.942114306609312	CEBPB
positive regulation of lymphocyte chemotaxis (GO:0140131)	1/18	0.08630995715059277	0.16604683834532769	0	0	11.81402257872846	28.942114306609312	CCR2
positive regulation of synaptic transmission, glutamatergic (GO:0051968)	1/18	0.08630995715059277	0.16604683834532769	0	0	11.81402257872846	28.942114306609312	CCR2
regulation of neuron apoptotic process (GO:0043523)	2/98	0.08642019084195456	0.16604683834532769	0	0	4.210034013605442	10.308411171595903	NUPR1;SOD2
mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)	2/99	0.08792462838146668	0.1686291686659151	0	0	4.166421207658321	10.129717084781953	SARNP;MAGOHB
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	2/100	0.08943693335129617	0.1699600049422153	0	0	4.123698458975427	9.95552171579456	RPS27A;HSPA1A
aspartate family amino acid metabolic process (GO:0009066)	1/19	0.09088251453617983	0.1699600049422153	0	0	11.15712682379349	26.75688382123247	ASS1
carbohydrate derivative catabolic process (GO:1901136)	1/19	0.09088251453617983	0.1699600049422153	0	0	11.15712682379349	26.75688382123247	SAMHD1
negative regulation of nervous system development (GO:0051961)	1/19	0.09088251453617983	0.1699600049422153	0	0	11.15712682379349	26.75688382123247	TLR2
regulation of epithelial cell differentiation (GO:0030856)	1/19	0.09088251453617983	0.1699600049422153	0	0	11.15712682379349	26.75688382123247	CEBPB
cellular response to interleukin-7 (GO:0098761)	1/19	0.09088251453617983	0.1699600049422153	0	0	11.15712682379349	26.75688382123247	SOCS1
regulation of lymphocyte proliferation (GO:0050670)	1/19	0.09088251453617983	0.1699600049422153	0	0	11.15712682379349	26.75688382123247	LST1
endoplasmic reticulum mannose trimming (GO:1904380)	1/19	0.09088251453617983	0.1699600049422153	0	0	11.15712682379349	26.75688382123247	RPS27A
pore complex assembly (GO:0046931)	1/19	0.09088251453617983	0.1699600049422153	0	0	11.15712682379349	26.75688382123247	GSDMD
positive regulation of actin cytoskeleton reorganization (GO:2000251)	1/19	0.09088251453617983	0.1699600049422153	0	0	11.15712682379349	26.75688382123247	HCLS1
regulation of synaptic vesicle exocytosis (GO:2000300)	1/19	0.09088251453617983	0.1699600049422153	0	0	11.15712682379349	26.75688382123247	RAP1A
regulation of T cell cytokine production (GO:0002724)	1/19	0.09088251453617983	0.1699600049422153	0	0	11.15712682379349	26.75688382123247	CCR2
interleukin-7-mediated signaling pathway (GO:0038111)	1/19	0.09088251453617983	0.1699600049422153	0	0	11.15712682379349	26.75688382123247	SOCS1
prostaglandin biosynthetic process (GO:0001516)	1/19	0.09088251453617983	0.1699600049422153	0	0	11.15712682379349	26.75688382123247	PTGS2
positive regulation of GTPase activity (GO:0043547)	3/214	0.0921674450838924	0.1713929090803879	0	0	2.8859627693360044	6.880563233166467	CD40;RAP1A;SEMA4D
regulation of cell death (GO:0010941)	2/102	0.09248468910980343	0.1713929090803879	0	0	4.040816326530612	9.620020610565179	HSPA1B;HSPA1A
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	2/102	0.09248468910980343	0.1713929090803879	0	0	4.040816326530612	9.620020610565179	HSPA1B;HSPA1A
intrinsic apoptotic signaling pathway (GO:0097193)	2/102	0.09248468910980343	0.1713929090803879	0	0	4.040816326530612	9.620020610565179	CDKN1A;CEBPB
protein targeting to ER (GO:0045047)	2/103	0.09401991398730127	0.1713929090803879	0	0	4.000606183067286	9.458427840392071	RPL24;RPS27A
positive regulation of gene expression (GO:0010628)	5/482	0.09415859822258989	0.1713929090803879	0	0	2.1431093456912724	5.063684548462331	RBM3;HSPA1B;NFE2L2;TLR2;HSPA1A
positive regulation of multicellular organismal process (GO:0051240)	4/345	0.09477315540701524	0.1713929090803879	0	0	2.389907135874878	5.631264289847725	PLAC8;VAMP8;CEBPB;CCR2
post-translational protein modification (GO:0043687)	4/345	0.09477315540701524	0.1713929090803879	0	0	2.389907135874878	5.631264289847725	UBE2F;PSME1;PSME2;PSMB10
regulation of cell growth (GO:0001558)	3/217	0.0951224688379078	0.1713929090803879	0	0	2.8450717795548703	6.6932876225779285	CDKN1A;HSPA1B;HSPA1A
protein targeting to lysosome (GO:0006622)	1/20	0.09543241646248146	0.1713929090803879	0	0	10.569377990430622	24.83103038927071	HSPA8
cellular response to interferon-beta (GO:0035458)	1/20	0.09543241646248146	0.1713929090803879	0	0	10.569377990430622	24.83103038927071	IFITM2
negative regulation of telomere maintenance via telomerase (GO:0032211)	1/20	0.09543241646248146	0.1713929090803879	0	0	10.569377990430622	24.83103038927071	HNRNPA1
regulation of lymphocyte differentiation (GO:0045619)	1/20	0.09543241646248146	0.1713929090803879	0	0	10.569377990430622	24.83103038927071	CCR2
regulation of programmed necrotic cell death (GO:0062098)	1/20	0.09543241646248146	0.1713929090803879	0	0	10.569377990430622	24.83103038927071	NUPR1
regulation of protein localization to cell periphery (GO:1904375)	1/20	0.09543241646248146	0.1713929090803879	0	0	10.569377990430622	24.83103038927071	VAMP8
positive regulation of alpha-beta T cell activation (GO:0046635)	1/20	0.09543241646248146	0.1713929090803879	0	0	10.569377990430622	24.83103038927071	CCR2
positive regulation of cyclin-dependent protein kinase activity (GO:1904031)	1/20	0.09543241646248146	0.1713929090803879	0	0	10.569377990430622	24.83103038927071	CCND2
granulocyte differentiation (GO:0030851)	1/20	0.09543241646248146	0.1713929090803879	0	0	10.569377990430622	24.83103038927071	CDKN1A
positive regulation of hormone secretion (GO:0046887)	1/20	0.09543241646248146	0.1713929090803879	0	0	10.569377990430622	24.83103038927071	VAMP8
positive regulation of interferon-alpha production (GO:0032727)	1/20	0.09543241646248146	0.1713929090803879	0	0	10.569377990430622	24.83103038927071	IRF7
mitochondrial cytochrome c oxidase assembly (GO:0033617)	1/20	0.09543241646248146	0.1713929090803879	0	0	10.569377990430622	24.83103038927071	COX17
myeloid cell development (GO:0061515)	1/20	0.09543241646248146	0.1713929090803879	0	0	10.569377990430622	24.83103038927071	TLR2
cellular metal ion homeostasis (GO:0006875)	2/104	0.09556255444444083	0.1713929090803879	0	0	3.961184473789516	9.300759047174036	CD40;CCR2
mRNA transport (GO:0051028)	2/104	0.09556255444444083	0.1713929090803879	0	0	3.961184473789516	9.300759047174036	SARNP;MAGOHB
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	2/106	0.09866964028490886	0.17509620418026214	0	0	3.8846153846153846	8.996683675058378	SEMA4D;HCLS1
small GTPase mediated signal transduction (GO:0007264)	2/106	0.09866964028490886	0.17509620418026214	0	0	3.8846153846153846	8.996683675058378	JUN;CDKN1A
positive regulation of protein serine/threonine kinase activity (GO:0071902)	2/106	0.09866964028490886	0.17509620418026214	0	0	3.8846153846153846	8.996683675058378	CD40;CCND2
positive regulation of cell motility (GO:2000147)	3/221	0.09912268730088447	0.17509620418026214	0	0	2.7923011444244774	6.454116294081024	SEMA4A;SEMA4D;SOD2
aerobic respiration (GO:0009060)	1/21	0.0999597740324998	0.17509620418026214	0	0	10.04040404040404	23.122924333288797	UQCRH
neurotrophin signaling pathway (GO:0038179)	1/21	0.0999597740324998	0.17509620418026214	0	0	10.04040404040404	23.122924333288797	RAP1A
poly(A)+ mRNA export from nucleus (GO:0016973)	1/21	0.0999597740324998	0.17509620418026214	0	0	10.04040404040404	23.122924333288797	SARNP
error-prone translesion synthesis (GO:0042276)	1/21	0.0999597740324998	0.17509620418026214	0	0	10.04040404040404	23.122924333288797	RPS27A
regulation of transcription by RNA polymerase III (GO:0006359)	1/21	0.0999597740324998	0.17509620418026214	0	0	10.04040404040404	23.122924333288797	PRDX5
hydrogen peroxide catabolic process (GO:0042744)	1/21	0.0999597740324998	0.17509620418026214	0	0	10.04040404040404	23.122924333288797	PRDX5
sensory perception of pain (GO:0019233)	1/21	0.0999597740324998	0.17509620418026214	0	0	10.04040404040404	23.122924333288797	CCR2
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522)	1/21	0.0999597740324998	0.17509620418026214	0	0	10.04040404040404	23.122924333288797	NFE2L2
positive regulation of vascular associated smooth muscle cell proliferation (GO:1904707)	1/21	0.0999597740324998	0.17509620418026214	0	0	10.04040404040404	23.122924333288797	JUN
NAD biosynthetic process (GO:0009435)	1/21	0.0999597740324998	0.17509620418026214	0	0	10.04040404040404	23.122924333288797	PTGS2
mRNA export from nucleus (GO:0006406)	2/107	0.1002338670046704	0.17528418339751844	0	0	3.847424684159378	8.850035372430577	SARNP;MAGOHB
ubiquitin-dependent protein catabolic process (GO:0006511)	4/354	0.10170688298745713	0.17744134435845513	0	0	2.3273809523809526	5.319602243253982	PSME1;PSME2;PSMB10;NFE2L2
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	2/108	0.10180507197730584	0.17744134435845513	0	0	3.81093569503273	8.70682707358352	RPS27A;HSPA1A
negative regulation of cyclin-dependent protein kinase activity (GO:1904030)	1/22	0.10446469781910508	0.17822513174849633	0	0	9.561808561808562	21.59922753970687	CDKN1A
regulation of adenylate cyclase activity (GO:0045761)	1/22	0.10446469781910508	0.17822513174849633	0	0	9.561808561808562	21.59922753970687	CCR2
negative regulation of lymphocyte activation (GO:0051250)	1/22	0.10446469781910508	0.17822513174849633	0	0	9.561808561808562	21.59922753970687	LST1
negative regulation of phosphate metabolic process (GO:0045936)	1/22	0.10446469781910508	0.17822513174849633	0	0	9.561808561808562	21.59922753970687	CDKN1A
regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902235)	1/22	0.10446469781910508	0.17822513174849633	0	0	9.561808561808562	21.59922753970687	HSPA1A
cellular response to nerve growth factor stimulus (GO:1990090)	1/22	0.10446469781910508	0.17822513174849633	0	0	9.561808561808562	21.59922753970687	RAP1A
chaperone-mediated protein complex assembly (GO:0051131)	1/22	0.10446469781910508	0.17822513174849633	0	0	9.561808561808562	21.59922753970687	HSPA1A
nucleotide-excision repair, DNA duplex unwinding (GO:0000717)	1/22	0.10446469781910508	0.17822513174849633	0	0	9.561808561808562	21.59922753970687	RPS27A
error-free translesion synthesis (GO:0070987)	1/22	0.10446469781910508	0.17822513174849633	0	0	9.561808561808562	21.59922753970687	RPS27A
female gonad development (GO:0008585)	1/22	0.10446469781910508	0.17822513174849633	0	0	9.561808561808562	21.59922753970687	CEBPB
positive regulation of DNA-templated transcription, initiation (GO:2000144)	1/22	0.10446469781910508	0.17822513174849633	0	0	9.561808561808562	21.59922753970687	JUN
heme biosynthetic process (GO:0006783)	1/22	0.10446469781910508	0.17822513174849633	0	0	9.561808561808562	21.59922753970687	TSPO
microglial cell activation (GO:0001774)	1/22	0.10446469781910508	0.17822513174849633	0	0	9.561808561808562	21.59922753970687	FPR2
regulation of protein kinase activity (GO:0045859)	2/110	0.10496798910782039	0.17822513174849633	0	0	3.739984882842026	8.430299329552396	CDKN1A;RAP1A
response to endoplasmic reticulum stress (GO:0034976)	2/110	0.10496798910782039	0.17822513174849633	0	0	3.739984882842026	8.430299329552396	JUN;CEBPB
response to tumor necrosis factor (GO:0034612)	2/110	0.10496798910782039	0.17822513174849633	0	0	3.739984882842026	8.430299329552396	CD40;NFE2L2
cellular divalent inorganic cation homeostasis (GO:0072503)	2/111	0.10655948968070973	0.18034464356590327	0	0	3.7054858640703987	8.296775020722748	CD40;CCR2
regulation of protein serine/threonine kinase activity (GO:0071900)	2/111	0.10655948968070973	0.18034464356590327	0	0	3.7054858640703987	8.296775020722748	CDKN1A;CCND2
regulation of interleukin-4 production (GO:0032673)	1/23	0.10894729783603285	0.18262138760075045	0	0	9.1267217630854	20.232947516534363	CEBPB
nucleotide-excision repair, DNA damage recognition (GO:0000715)	1/23	0.10894729783603285	0.18262138760075045	0	0	9.1267217630854	20.232947516534363	RPS27A
regulation of necroptotic process (GO:0060544)	1/23	0.10894729783603285	0.18262138760075045	0	0	9.1267217630854	20.232947516534363	ZBP1
regulation of supramolecular fiber organization (GO:1902903)	1/23	0.10894729783603285	0.18262138760075045	0	0	9.1267217630854	20.232947516534363	HSPA8
positive regulation of epithelial cell apoptotic process (GO:1904037)	1/23	0.10894729783603285	0.18262138760075045	0	0	9.1267217630854	20.232947516534363	CD40
respiratory chain complex IV assembly (GO:0008535)	1/23	0.10894729783603285	0.18262138760075045	0	0	9.1267217630854	20.232947516534363	COX17
cellular response to transforming growth factor beta stimulus (GO:0071560)	2/114	0.11137290800006257	0.18609368252474684	0	0	3.6056851311953353	7.914014366919983	JUN;RPS27A
positive regulation of kinase activity (GO:0033674)	2/114	0.11137290800006257	0.18609368252474684	0	0	3.6056851311953353	7.914014366919983	CDKN1A;RAP1A
C21-steroid hormone metabolic process (GO:0008207)	1/24	0.11340768358102403	0.18652813058475157	0	0	8.729468599033817	19.002011610155247	TSPO
regulation of cytokine production involved in immune response (GO:0002718)	1/24	0.11340768358102403	0.18652813058475157	0	0	8.729468599033817	19.002011610155247	CCR2
defense response to fungus (GO:0050832)	1/24	0.11340768358102403	0.18652813058475157	0	0	8.729468599033817	19.002011610155247	CLEC4E
nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	1/24	0.11340768358102403	0.18652813058475157	0	0	8.729468599033817	19.002011610155247	RPS27A
nucleotide-excision repair, DNA gap filling (GO:0006297)	1/24	0.11340768358102403	0.18652813058475157	0	0	8.729468599033817	19.002011610155247	RPS27A
dendritic cell differentiation (GO:0097028)	1/24	0.11340768358102403	0.18652813058475157	0	0	8.729468599033817	19.002011610155247	BATF2
porphyrin-containing compound biosynthetic process (GO:0006779)	1/24	0.11340768358102403	0.18652813058475157	0	0	8.729468599033817	19.002011610155247	TSPO
immune response-activating cell surface receptor signaling pathway (GO:0002429)	1/24	0.11340768358102403	0.18652813058475157	0	0	8.729468599033817	19.002011610155247	FPR2
positive regulation of neuron apoptotic process (GO:0043525)	1/24	0.11340768358102403	0.18652813058475157	0	0	8.729468599033817	19.002011610155247	NUPR1
protein alpha-1,2-demannosylation (GO:0036508)	1/24	0.11340768358102403	0.18652813058475157	0	0	8.729468599033817	19.002011610155247	RPS27A
negative regulation of cell junction assembly (GO:1901889)	1/25	0.11784596404042172	0.1903065408807739	0	0	8.365319865319865	17.88820673407011	TLR2
negative regulation of cellular carbohydrate metabolic process (GO:0010677)	1/25	0.11784596404042172	0.1903065408807739	0	0	8.365319865319865	17.88820673407011	NUPR1
receptor signaling pathway via STAT (GO:0097696)	1/25	0.11784596404042172	0.1903065408807739	0	0	8.365319865319865	17.88820673407011	CCR2
regulation of cholesterol transport (GO:0032374)	1/25	0.11784596404042172	0.1903065408807739	0	0	8.365319865319865	17.88820673407011	TSPO
negative regulation of response to endoplasmic reticulum stress (GO:1903573)	1/25	0.11784596404042172	0.1903065408807739	0	0	8.365319865319865	17.88820673407011	HSPA1A
regulation of heterotypic cell-cell adhesion (GO:0034114)	1/25	0.11784596404042172	0.1903065408807739	0	0	8.365319865319865	17.88820673407011	IL1RN
regulation of interferon-alpha production (GO:0032647)	1/25	0.11784596404042172	0.1903065408807739	0	0	8.365319865319865	17.88820673407011	IRF7
ribosomal large subunit assembly (GO:0000027)	1/25	0.11784596404042172	0.1903065408807739	0	0	8.365319865319865	17.88820673407011	RPL24
positive regulation of T cell migration (GO:2000406)	1/25	0.11784596404042172	0.1903065408807739	0	0	8.365319865319865	17.88820673407011	CCR2
positive regulation of vascular endothelial growth factor production (GO:0010575)	1/25	0.11784596404042172	0.1903065408807739	0	0	8.365319865319865	17.88820673407011	PTGS2
regulation of protein binding (GO:0043393)	2/118	0.11787779078342894	0.1903065408807739	0	0	3.480647431386348	7.441996159064892	CDKN1A;IFIT1
positive regulation of protein-containing complex assembly (GO:0031334)	2/118	0.11787779078342894	0.1903065408807739	0	0	3.480647431386348	7.441996159064892	GBP5;ISG15
axonogenesis (GO:0007409)	3/240	0.11901673363022872	0.19185059362786866	0	0	2.565966331723868	5.461636697591999	VASP;SEMA4A;SEMA4D
regulation of biomineral tissue development (GO:0070167)	1/26	0.12226224762866918	0.19410516957361224	0	0	8.030303030303031	16.876380218002918	CEBPB
negative regulation of macroautophagy (GO:0016242)	1/26	0.12226224762866918	0.19410516957361224	0	0	8.030303030303031	16.876380218002918	NUPR1
negative regulation of telomere maintenance via telomere lengthening (GO:1904357)	1/26	0.12226224762866918	0.19410516957361224	0	0	8.030303030303031	16.876380218002918	HNRNPA1
endothelial cell development (GO:0001885)	1/26	0.12226224762866918	0.19410516957361224	0	0	8.030303030303031	16.876380218002918	RAP1A
regulation of regulatory T cell differentiation (GO:0045589)	1/26	0.12226224762866918	0.19410516957361224	0	0	8.030303030303031	16.876380218002918	SOCS1
glial cell development (GO:0021782)	1/26	0.12226224762866918	0.19410516957361224	0	0	8.030303030303031	16.876380218002918	TLR2
global genome nucleotide-excision repair (GO:0070911)	1/26	0.12226224762866918	0.19410516957361224	0	0	8.030303030303031	16.876380218002918	RPS27A
positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)	1/26	0.12226224762866918	0.19410516957361224	0	0	8.030303030303031	16.876380218002918	CCND2
positive regulation of interleukin-2 production (GO:0032743)	1/26	0.12226224762866918	0.19410516957361224	0	0	8.030303030303031	16.876380218002918	CCR2
positive regulation of ion transmembrane transporter activity (GO:0032414)	1/26	0.12226224762866918	0.19410516957361224	0	0	8.030303030303031	16.876380218002918	COX17
positive regulation of macromolecule metabolic process (GO:0010604)	4/384	0.1264360285583438	0.19750167813096559	0	0	2.1403508771929824	4.42628585653043	HSPA1B;NFE2L2;TLR2;HSPA1A
acute inflammatory response (GO:0002526)	1/27	0.12665664230282664	0.19750167813096559	0	0	7.721056721056721	15.953830010816358	CEBPB
negative regulation of catalytic activity (GO:0043086)	1/27	0.12665664230282664	0.19750167813096559	0	0	7.721056721056721	15.953830010816358	IFIT1
negative regulation of endothelial cell apoptotic process (GO:2000352)	1/27	0.12665664230282664	0.19750167813096559	0	0	7.721056721056721	15.953830010816358	NFE2L2
negative regulation of insulin receptor signaling pathway (GO:0046627)	1/27	0.12665664230282664	0.19750167813096559	0	0	7.721056721056721	15.953830010816358	SOCS1
regulation of cell junction assembly (GO:1901888)	1/27	0.12665664230282664	0.19750167813096559	0	0	7.721056721056721	15.953830010816358	RAP1A
cellular response to cadmium ion (GO:0071276)	1/27	0.12665664230282664	0.19750167813096559	0	0	7.721056721056721	15.953830010816358	JUN
cellular senescence (GO:0090398)	1/27	0.12665664230282664	0.19750167813096559	0	0	7.721056721056721	15.953830010816358	CDKN1A
cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	1/27	0.12665664230282664	0.19750167813096559	0	0	7.721056721056721	15.953830010816358	RPS27A
response to glucocorticoid (GO:0051384)	1/27	0.12665664230282664	0.19750167813096559	0	0	7.721056721056721	15.953830010816358	IL1RN
stress-activated protein kinase signaling cascade (GO:0031098)	1/27	0.12665664230282664	0.19750167813096559	0	0	7.721056721056721	15.953830010816358	RPS27A
positive regulation of toll-like receptor signaling pathway (GO:0034123)	1/27	0.12665664230282664	0.19750167813096559	0	0	7.721056721056721	15.953830010816358	TLR2
regulation of tumor necrosis factor production (GO:0032680)	2/124	0.12780862542092375	0.19900276343317164	0	0	3.308464369354299	6.806243198091332	CCR2;TLR2
protein targeting (GO:0006605)	2/125	0.1294827706147527	0.2009495078501633	0	0	3.281400365024058	6.707863079636441	RTP4;TSPO
regulation of phosphorylation (GO:0042325)	2/125	0.1294827706147527	0.2009495078501633	0	0	3.281400365024058	6.707863079636441	CDKN1A;SOCS1
negative regulation of cellular response to insulin stimulus (GO:1900077)	1/28	0.1310292553948657	0.2009495078501633	0	0	7.434717545828657	15.109834134055738	SOCS1
negative regulation of phosphatase activity (GO:0010923)	1/28	0.1310292553948657	0.2009495078501633	0	0	7.434717545828657	15.109834134055738	SEMA4D
nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423)	1/28	0.1310292553948657	0.2009495078501633	0	0	7.434717545828657	15.109834134055738	RPS27A
positive regulation of fibroblast proliferation (GO:0048146)	1/28	0.1310292553948657	0.2009495078501633	0	0	7.434717545828657	15.109834134055738	CDKN1A
leukocyte cell-cell adhesion (GO:0007159)	1/28	0.1310292553948657	0.2009495078501633	0	0	7.434717545828657	15.109834134055738	SEMA4D
positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552)	1/28	0.1310292553948657	0.2009495078501633	0	0	7.434717545828657	15.109834134055738	FPR2
positive regulation of protein import into nucleus (GO:0042307)	1/28	0.1310292553948657	0.2009495078501633	0	0	7.434717545828657	15.109834134055738	HCLS1
protein localization to Golgi apparatus (GO:0034067)	1/28	0.1310292553948657	0.2009495078501633	0	0	7.434717545828657	15.109834134055738	GBP5
circulatory system development (GO:0072359)	2/126	0.13116209551399813	0.2009495078501633	0	0	3.2547728768926927	6.611489635394594	CDKN1A;CACYBP
regulation of canonical Wnt signaling pathway (GO:0060828)	3/253	0.1334161174596361	0.2035544831296813	0	0	2.430927835051546	4.896574989147817	PSME1;PSME2;PSMB10
regulation of transcription by RNA polymerase II (GO:0006357)	15/2206	0.13465570013676215	0.2035544831296813	0	0	1.4263430611861359	2.8598665153908405	BATF2;JUN;CD40;CDKN1A;CEBPB;SEMA4D;SOD2;PLAC8;DNAJB1;SIN3B;IRF7;HCLS1;RPS27A;NFE2L2;TLR2
aggrephagy (GO:0035973)	1/29	0.13538019382269004	0.2035544831296813	0	0	7.1688311688311686	14.335283778329618	RPS27A
regulation of actin polymerization or depolymerization (GO:0008064)	1/29	0.13538019382269004	0.2035544831296813	0	0	7.1688311688311686	14.335283778329618	HCLS1
regulation of DNA biosynthetic process (GO:2000278)	1/29	0.13538019382269004	0.2035544831296813	0	0	7.1688311688311686	14.335283778329618	CDKN1A
nucleotide-excision repair, preincision complex assembly (GO:0006294)	1/29	0.13538019382269004	0.2035544831296813	0	0	7.1688311688311686	14.335283778329618	RPS27A
regulation of response to biotic stimulus (GO:0002831)	1/29	0.13538019382269004	0.2035544831296813	0	0	7.1688311688311686	14.335283778329618	SAMHD1
establishment of endothelial barrier (GO:0061028)	1/29	0.13538019382269004	0.2035544831296813	0	0	7.1688311688311686	14.335283778329618	RAP1A
response to cadmium ion (GO:0046686)	1/29	0.13538019382269004	0.2035544831296813	0	0	7.1688311688311686	14.335283778329618	JUN
hydrogen peroxide metabolic process (GO:0042743)	1/29	0.13538019382269004	0.2035544831296813	0	0	7.1688311688311686	14.335283778329618	PRDX5
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	1/29	0.13538019382269004	0.2035544831296813	0	0	7.1688311688311686	14.335283778329618	CEBPB
positive regulation of viral genome replication (GO:0045070)	1/29	0.13538019382269004	0.2035544831296813	0	0	7.1688311688311686	14.335283778329618	IFIT1
protein ADP-ribosylation (GO:0006471)	1/29	0.13538019382269004	0.2035544831296813	0	0	7.1688311688311686	14.335283778329618	PARP14
positive regulation of macromolecule biosynthetic process (GO:0010557)	2/129	0.13623023037232268	0.20453996017330162	0	0	3.177406395629118	6.333870360024791	RBM3;TLR2
positive regulation of transcription, DNA-templated (GO:0045893)	9/1183	0.13712070649564226	0.2055832561011698	0	0	1.5775314974633543	3.1343873493064693	PLAC8;JUN;CD40;CEBPB;IRF7;HCLS1;RPS27A;NFE2L2;TLR2
positive regulation of intracellular signal transduction (GO:1902533)	5/546	0.1384195061486231	0.20723490165555966	0	0	1.8833544119077732	3.7242698905789546	CD40;SEMA4D;HCLS1;NUPR1;TLR2
