gene,mean_est_amb,n,total_umis
Cfap57,6.122970461840299e-8,0,65
Cfap58,2.2457161347450744e-7,0,40
Cfap61,1.7925972711624947e-7,0,51
Cfap65,2.764614574972883e-7,0,71
Cfap69,6.662614744439776e-7,0,249
Cfap70,1.7925972711624947e-7,0,79
Cfap73,3.0372819744644937e-8,0,4
Cfap74,4.993236460234823e-7,0,223
Cfap77,6.106223934501386e-7,0,266
Cfap97,2.110977160176598e-5,0,8667
Cfap97d1,6.122970461840299e-8,0,4
Cfap97d2,3.071785203676994e-7,0,99
Cfap99,6.122970461840299e-8,0,7
Cfb,3.587797807779831e-4,0,132364
Cfc1,3.0372819744644937e-8,0,2
Cfd,3.901769051823469e-7,0,27
Cfdp1,7.694064966022707e-5,0,24729
Cfh,2.0477427176076874e-5,0,7599
Cfhr1,6.122970461840299e-8,0,2
Cfhr2,6.122970461840299e-8,0,6
Cfi,1.282678528885443e-7,0,19
Cfl1,8.688024625152468e-4,0,326622
Cfl2,3.173848156445914e-5,0,10622
Cflar,1.014086681259268e-4,0,33972
Cfp,3.566205794551888e-5,0,13671
Cftr,6.936207782647861e-7,0,187
Cga,0,0,0
Cgas,9.883996600418616e-6,0,3842
Cggbp1,7.521758738042515e-5,0,31341
Cgn,8.62030763495332e-7,0,203
Cgnl1,3.6108543772365903e-6,0,1321
Cgref1,1.1222157884610816e-7,0,79
Cgrrf1,1.519144660649283e-5,0,6009
Ch25h,1.1640730564549476e-5,0,4038
Chac1,6.493847982375459e-7,0,320
Chac2,3.880352672308697e-6,0,1645
Chad,1.1222157884610816e-7,0,59
Chadl,3.727652180832514e-7,0,125
Chaer1,6.122970461840299e-8,0,17
Chaf1a,7.904150492581905e-6,0,2540
Chaf1b,4.7566485421695e-6,0,2367
Champ1,8.70781539824537e-6,0,3349
Chat,3.085688487375806e-8,0,1
Chchd1,1.0273999339845904e-4,0,32813
Chchd10,9.010054042367694e-5,0,29322
Chchd2,6.516124793950345e-4,0,204888
Chchd3,4.5577925318099826e-5,0,17356
Chchd4,1.7919168131112957e-5,0,7111
Chchd5,2.0783973384485764e-5,0,6776
Chchd6,7.71795256025e-6,0,3026
Chchd7,3.781649251983964e-5,0,12144
Chd1,5.056532104800281e-5,0,19949
Chd1l,1.0768426942880332e-5,0,3521
Chd2,9.496825989526231e-5,0,33252
Chd3,6.932380713622885e-5,0,26069
Chd4,1.4938842263299173e-4,0,61200
Chd5,1.3832443025004945e-6,0,439
Chd6,4.029162692436122e-5,0,15315
Chd7,4.772726716000208e-5,0,20426
Chd8,5.4494050337983765e-5,0,22512
Chd9,4.0146976259212304e-5,0,16475
Chdh,7.507320160686759e-7,0,227
Chek1,2.4084478746443374e-6,0,799
Chek2,5.398183121461964e-6,0,2111
Cherp,2.158276154737249e-5,0,7569
Chfr,4.316872444873039e-5,0,16529
Chga,1.1222157884610816e-7,0,5
Chgb,2.401403720975581e-7,0,20
Chia1,4.84232969646442e-6,0,1572
Chic1,3.796862692035304e-6,0,1510
Chic2,1.1298627723315944e-4,0,37351
Chid1,1.2701796166017634e-5,0,5032
Chil1,3.254494385361932e-5,0,13012
Chil3,0.0010720813988895584,0,391651
Chil4,3.231387569122056e-7,0,52
Chil5,6.106223934501386e-7,0,284
Chil6,1.7925972711624947e-7,0,6
Chit1,2.755634877022126e-7,0,100
Chka,3.030475564888188e-5,0,11932
Chkb,3.405228013471428e-5,0,9133
Chl1,1.1222157884610816e-7,0,53
Chm,2.158530972825544e-5,0,7765
Chml,6.2116029511945865e-6,0,1918
Chmp1a,4.19583440298027e-5,0,15901
Chmp1b,3.3973569771898304e-5,0,10222
Chmp2a,1.9505180645717498e-4,0,63720
Chmp2b,3.564283240777821e-5,0,14155
Chmp3,7.530785681862458e-5,0,23425
Chmp4b,1.1889540737674721e-4,0,48098
Chmp4c,9.191174317420297e-7,0,153
Chmp5,1.1199353360134313e-4,0,35275
Chmp6,2.2759155911914947e-5,0,8472
Chmp7,1.5495410407505557e-5,0,4804
Chn1,1.1986682988967847e-6,0,336
Chn1os1,3.085688487375806e-8,0,1
Chn1os3,1.1222157884610816e-7,0,38
Chn2,6.000702423545585e-6,0,2476
Chodl,6.122970461840299e-8,0,17
Chordc1,5.136668730755967e-5,0,18764
Chp1,5.5432404479049396e-5,0,18316
Chp2,3.204129785443273e-7,0,183
Chpf,8.178625412741046e-6,0,2928
Chpf2,2.016379545793544e-5,0,5569
Chpt1,3.204702054391942e-5,0,11902
Chrac1,7.948685672454079e-5,0,26920
Chrd,1.7925972711624947e-7,0,28
Chrdl1,6.936207782647861e-7,0,268
Chrdl2,0,0,0
Chrm1,1.7925972711624947e-7,0,48
Chrm2,6.106223934501386e-7,0,534
Chrm3,4.7411634878819465e-7,0,269
Chrm4,6.122970461840299e-8,0,3
Chrm5,0,0,0
Chrna1,1.1222157884610816e-7,0,6
Chrna10,6.122970461840299e-8,0,17
Chrna1os,6.186677353671348e-7,0,208
Chrna2,1.282678528885443e-7,0,17
Chrna3,3.0372819744644937e-8,0,2
Chrna4,8.13646939723501e-8,0,0
Chrna5,1.282678528885443e-7,0,10
Chrna6,0,0,0
Chrna7,1.1222157884610816e-7,0,9
Chrna9,6.122970461840299e-8,0,34
Chrnb1,1.8094997607737101e-6,0,534
Chrnb2,7.483288198926409e-7,0,207
Chrnb3,6.122970461840299e-8,0,1
Chrnb4,6.122970461840299e-8,0,13
Chrnd,6.122970461840299e-8,0,3
Chrne,1.0318482993712962e-6,0,223
Chrng,1.1222157884610816e-7,0,9
Chst1,7.374973057238047e-6,0,3199
Chst10,4.928017713066628e-6,0,1727
Chst11,6.987893230575789e-6,0,2930
Chst12,2.34676784379197e-5,0,8410
Chst13,2.401403720975581e-7,0,66
Chst14,4.685733461287707e-6,0,1584
Chst15,1.4623060632775832e-5,0,5174
Chst2,1.0925233101389758e-5,0,3445
Chst3,1.5782136303690288e-5,0,4632
Chst4,6.106223934501386e-7,0,80
Chst5,3.727652180832514e-7,0,33
Chst7,2.2230421671981806e-6,0,1030
Chst8,3.7140485277203244e-7,0,80
Chst9,6.122970461840299e-8,0,5
Chsy1,3.659079671931925e-5,0,10809
Chsy3,6.106223934501386e-7,0,159
Chtf18,1.4138869764082384e-6,0,760
Chtf8,9.152666483131361e-7,0,642
Chtop,5.361141454031176e-5,0,15772
Chuk,3.196379870247426e-5,0,10859
Churc1,6.471340722332813e-5,0,26155
Ciao1,2.5567690431439662e-5,0,8599
Ciao2a,1.3578820357405745e-4,0,41011
Ciao2b,7.162486796962466e-5,0,23743
Ciao3,1.4079051774547162e-5,0,4805
Ciapin1,2.4790682556500088e-5,0,8091
Ciart,2.9380069815860328e-6,0,879
Cib1,9.345445968991062e-5,0,29189
Cib2,2.1156477820732666e-5,0,9472
Cib3,4.8648066576831e-7,0,156
Cib4,6.122970461840299e-8,0,2
Cic,3.9369949630374724e-5,0,12577
Cidea,2.2457161347450744e-7,0,15
Cideb,1.2022980721635958e-6,0,587
Cidec,2.1457936643771832e-5,0,8719
Ciita,8.088156159694504e-5,0,33985
Cilp,2.401403720975581e-7,0,123
Cilp2,1.282678528885443e-7,0,12
Cinp,1.2988508892094802e-5,0,5756
Cip2a,4.2131821395660165e-6,0,1626
Cipc,1.0780644261134898e-5,0,4281
Cir1,4.364173201614589e-5,0,15126
Cirbp,7.286469588498157e-5,0,20913
Cisd1,6.046592462209254e-5,0,22688
Cisd2,1.0593780956603462e-4,0,35911
Cisd3,2.2173508066929212e-5,0,6845
Cish,3.2625607742109195e-5,0,11326
Cit,8.293810685478584e-6,0,2579
Cited1,6.122970461840299e-8,0,15
Cited2,5.861098816690782e-5,0,25484
Cited4,4.637325838578741e-6,0,1579
Ciz1,2.3835071265095765e-5,0,8417
CJ186046Rik,0,0,0
CK137956,3.085688487375806e-8,0,1
Ckap2,4.310918416539672e-6,0,1490
Ckap2l,5.08469765223547e-6,0,2301
Ckap4,1.7632435088936728e-5,0,7512
Ckap5,2.941763200585165e-5,0,11288
Ckb,5.646225123278024e-5,0,20345
Cklf,6.206671354659231e-5,0,21216
Ckm,8.40395476625633e-6,0,513
Ckmt1,6.186677353671348e-7,0,157
Ckmt2,3.727652180832514e-7,0,21
Cks1b,3.128275080990915e-5,0,10827
Cks1brt,6.122970461840299e-8,0,49
Cks2,7.208960529587352e-5,0,21127
Clasp1,2.9751088460948592e-5,0,10967
Clasp2,2.8104221539464617e-5,0,9339
Clasrp,1.387556057229403e-5,0,3506
Clba1,9.468304709571536e-7,0,414
Clca1,6.122970461840299e-8,0,11
Clca2,6.122970461840299e-8,0,18
Clca3a1,4.7411634878819465e-7,0,250
Clca3a2,6.122970461840299e-8,0,3
Clca3b,3.085688487375806e-8,0,1
Clca4a,0,0,0
Clca4b,3.0372819744644937e-8,0,1
Clcc1,2.406293310421651e-5,0,9402
Clcf1,1.5465977610273995e-5,0,3164
Clcn1,1.1222157884610816e-7,0,69
Clcn2,4.6860658315307125e-7,0,124
Clcn3,4.119092650396462e-5,0,16366
Clcn4,4.301701470755374e-5,0,14554
Clcn5,7.144681944675988e-6,0,2624
Clcn6,5.3565374141915996e-6,0,1474
Clcn7,4.223292768656027e-5,0,12656
Clcnka,0,0,0
Clcnkb,3.0372819744644937e-8,0,2
Cldn1,3.8263515799536584e-6,0,1695
Cldn10,2.1094934476320834e-6,0,658
Cldn11,6.122970461840299e-8,0,18
Cldn12,9.855928757445608e-7,0,364
Cldn13,6.122970461840299e-8,0,3
Cldn14,0,0,0
Cldn15,7.323831830521934e-7,0,458
Cldn16,0,0,0
Cldn17,0,0,0
Cldn18,1.063853901194351e-5,0,4245
Cldn19,6.122970461840299e-8,0,16
Cldn2,8.13646939723501e-8,0,1
Cldn20,2.0942330922714696e-7,0,48
Cldn22,1.1222157884610816e-7,0,5
Cldn23,3.204129785443273e-7,0,40
Cldn24,0,0,0
Cldn3,5.927250472623977e-6,0,2716
Cldn34a,0,0,0
Cldn34b1,0,0,0
Cldn34b2,6.122970461840299e-8,0,8
Cldn34b3,0,0,0
Cldn34b4,3.0372819744644937e-8,0,0
Cldn34c1,1.9804895430165847e-6,0,593
Cldn34c2,3.0372819744644937e-8,0,1
Cldn34c4,3.085688487375806e-8,0,1
Cldn34d,0,0,0
Cldn4,6.122970461840299e-8,0,22
Cldn5,1.3269404863616867e-4,0,68996
Cldn6,3.085688487375806e-8,0,1
Cldn7,2.6105848072880442e-6,0,1027
Cldn8,1.1222157884610816e-7,0,13
Cldn9,3.0372819744644937e-8,0,3
Cldnd1,4.124980781938928e-5,0,13533
Cldnd2,4.6860658315307125e-7,0,56
Clec10a,3.696497243398076e-6,0,1675
Clec11a,1.5831572254947582e-6,0,518
Clec12a,7.952529842205746e-5,0,29626
Clec12b,7.775602218706338e-7,0,180
Clec14a,8.657242494835592e-5,0,33883
Clec16a,7.374973057238047e-6,0,2826
Clec18a,3.085688487375806e-8,0,3
Clec1a,4.920068005052795e-5,0,21035
Clec1b,1.7730370741549966e-5,0,5828
Clec2d,1.4680192756438436e-4,0,62134
Clec2e,6.122970461840299e-8,0,10
Clec2f,2.2457161347450744e-7,0,33
Clec2g,9.855928757445608e-7,0,401
Clec2h,6.122970461840299e-8,0,5
Clec2i,4.059054227766101e-5,0,13760
Clec2l,6.186677353671348e-7,0,142
Clec3a,0,0,0
Clec3b,5.229298793301791e-6,0,2745
Clec4a1,4.8415976656543714e-5,0,15858
Clec4a2,2.6109185720497538e-5,0,10652
Clec4a3,9.499708939638609e-5,0,35381
Clec4a4,2.755634877022126e-7,0,47
Clec4b1,1.119974141407725e-5,0,3330
Clec4b2,6.122970461840299e-8,0,6
Clec4d,6.423273275160587e-5,0,20988
Clec4e,9.418416598214691e-5,0,32402
Clec4f,6.122970461840299e-8,0,2
Clec4g,2.755634877022126e-7,0,181
Clec4n,8.98687881096238e-5,0,36258
Clec5a,2.1984704645564993e-5,0,8898
Clec9a,6.358327130397587e-6,0,2704
Clgn,7.483288198926409e-7,0,293
Clhc1,2.0942330922714696e-7,0,61
Clic1,4.972313700989453e-4,0,186567
Clic3,3.280547438706499e-6,0,1049
Clic4,1.39572305655894e-4,0,56819
Clic5,3.8825894600825115e-5,0,16588
Clic6,9.152666483131361e-7,0,173
Clint1,9.772373448198047e-5,0,36455
Clip1,3.985061518585601e-5,0,16404
Clip2,7.336020964997878e-6,0,2151
Clip3,1.0146023919584786e-6,0,213
Clip4,1.93870559056531e-6,0,631
Clk1,1.8965861328294468e-4,0,59636
Clk2,1.847536684482806e-5,0,6100
Clk3,4.111537463769559e-5,0,10916
Clk4,5.5579612010418504e-5,0,17485
Clmn,8.048731536285803e-6,0,3859
Clmp,8.090351315398368e-6,0,3219
Cln3,2.8412753802385222e-5,0,9918
Cln5,3.219676443730214e-5,0,10778
Cln6,8.347601291707953e-6,0,3272
Cln8,1.6826028921752523e-5,0,7065
Clnk,1.5389356075650486e-6,0,1053
Clnkos,0,0,0
Clns1a,3.928928544273611e-5,0,14436
Clock,3.26403276329856e-5,0,12382
Clp1,1.641446543006412e-5,0,5888
Clpb,8.279088447423688e-6,0,3430
Clpp,3.507701259418294e-5,0,11515
Clps,6.122970461840299e-8,0,5
Clpsl2,0,0,0
Clptm1,3.765967536479714e-5,0,13573
Clptm1l,6.611005456125448e-5,0,23467
Clpx,1.6580920868574835e-5,0,7229
Clrn1,8.13646939723501e-8,0,0
Clrn2,3.0372819744644937e-8,0,1
Clrn3,6.122970461840299e-8,0,3
Clspn,1.0797852346704396e-5,0,4141
Clstn1,1.4841300775088227e-5,0,6062
Clstn2,4.0707820051805334e-7,0,142
Clstn3,3.071785203676994e-7,0,66
Clta,4.30204874455576e-4,0,146980
Cltb,4.061487861162588e-5,0,13675
Cltc,1.3583042581533886e-4,0,47266
Cltrn,1.1222157884610816e-7,0,20
Clu,2.6626342650763698e-5,0,11408
Cluap1,1.485345980286926e-5,0,5343
Cluh,1.4404854827727981e-5,0,5149
Clvs1,6.122970461840299e-8,0,10
Clvs2,3.0372819744644937e-8,0,1
Clybl,6.715972673441573e-6,0,1740
Cma1,2.1171197816380465e-5,0,7164
Cma2,0,0,0
Cmah,4.296971037010043e-5,0,13967
Cmas,4.381837855453982e-5,0,15806
Cmbl,3.451885400614814e-6,0,1379
Cmc1,7.487195281259812e-5,0,23824
Cmc2,3.408367735491508e-5,0,12356
Cmc4,1.6313982590811258e-5,0,4678
Cmip,3.533175787065674e-5,0,17671
Cmklr1,1.6627602409913916e-5,0,5399
Cmpk1,1.391728978660787e-4,0,46361
Cmpk2,1.1714290545096855e-5,0,4413
Cmss1,1.0356917018325284e-5,0,3848
Cmtm1,6.122970461840299e-8,0,8
Cmtm2a,3.085688487375806e-8,0,0
Cmtm2b,3.085688487375806e-8,0,1
Cmtm3,3.46302801942841e-5,0,11613
Cmtm4,5.770461095866124e-6,0,1970
Cmtm5,6.122970461840299e-8,0,18
Cmtm6,5.396665920667554e-5,0,17197
Cmtm7,1.1398157701915509e-4,0,43634
Cmtm8,1.0381264929398417e-5,0,3958
Cmtr1,3.166293252237585e-5,0,10273
Cmtr2,2.1097404695434987e-6,0,772
Cmya5,1.1838726410449984e-6,0,293
CN725425,0,0,0
Cnbd1,0,0,0
Cnbd2,1.2469491479877433e-6,0,709
Cnbp,2.4569435944068454e-4,0,71431
Cndp1,2.0942330922714696e-7,0,74
Cndp2,7.616872189993509e-5,0,28771
Cnep1r1,2.135947451249618e-5,0,7762
Cnfn,1.1222157884610816e-7,0,9
Cnga1,1.2547245418504677e-6,0,518
Cnga2,6.122970461840299e-8,0,2
Cnga3,6.122970461840299e-8,0,14
Cnga4,0,0,0
Cngb1,4.993236460234823e-7,0,248
Cngb3,6.122970461840299e-8,0,2
Cnih1,4.609254118885808e-5,0,14044
Cnih2,6.662614744439776e-7,0,211
Cnih3,6.122970461840299e-8,0,11
Cnih4,9.989425197206432e-5,0,37150
Cnksr1,2.0942330922714696e-7,0,59
Cnksr2,6.122970461840299e-8,0,10
Cnksr3,4.724814557055705e-6,0,1469
Cnmd,1.1222157884610816e-7,0,4
Cnn1,6.122970461840299e-8,0,81
Cnn2,1.7047240629997946e-4,0,60284
Cnn3,4.300935338584585e-5,0,15833
Cnnm1,6.122970461840299e-8,0,37
Cnnm2,3.6403526730080075e-6,0,1399
Cnnm3,1.067048830514471e-5,0,4275
Cnnm4,6.067413521917057e-6,0,1870
Cnot1,6.306139829277707e-5,0,24225
Cnot10,2.1977651119245546e-5,0,7592
Cnot11,1.595113482329197e-5,0,6260
Cnot2,3.889949534203187e-5,0,12575
Cnot3,4.0735192916153364e-5,0,12984
Cnot4,4.9911163161922264e-05,0,21411
Cnot6,4.610726174760346e-5,0,14977
Cnot6l,9.065482318608813e-5,0,32556
Cnot7,2.7939754632003534e-5,0,9956
Cnot8,3.344679037221268e-5,0,10937
Cnot9,1.1557488198549456e-5,0,3804
Cnp,7.172086179443277e-5,0,23672
Cnppd1,4.7881531174484346e-5,0,15541
Cnpy1,3.0372819744644937e-8,0,1
Cnpy2,7.177146524023073e-5,0,24145
Cnpy3,3.734348649517635e-5,0,12652
Cnpy4,7.472981071591634e-6,0,3144
Cnr1,1.1222157884610816e-7,0,68
Cnr2,1.0812566750649037e-5,0,3588
Cnrip1,7.933563342971911e-6,0,2591
Cnst,9.597304162389546e-6,0,3262
Cntd1,1.0146023919584786e-6,0,258
Cntf,4.0348228095366256e-7,0,194
Cntfr,2.2457161347450744e-7,0,95
Cntln,8.648969256967594e-6,0,3550
Cntn1,2.755634877022126e-7,0,139
Cntn2,1.1222157884610816e-7,0,22
Cntn3,2.0942330922714696e-7,0,13
Cntn4,2.2457161347450744e-7,0,21
Cntn5,0,0,0
Cntn6,1.282678528885443e-7,0,8
Cntnap1,1.7925972711624947e-7,0,84
Cntnap2,2.2457161347450744e-7,0,13
Cntnap3,6.122970461840299e-8,0,2
Cntnap4,6.122970461840299e-8,0,1
Cntnap5a,1.1222157884610816e-7,0,5
Cntnap5b,0,0,0
Cntnap5c,3.0372819744644937e-8,0,0
Cntrl,6.510575886392052e-5,0,24460
Cntrob,5.643103821853434e-6,0,1499
Cntrobos,0,0,0
Coa3,9.474294798812533e-5,0,32417
Coa4,1.5480693806352313e-5,0,5648
Coa5,4.947976074719146e-5,0,15450
Coa6,2.9224314759671015e-5,0,10564
Coa7,9.393823556954366e-6,0,3339
Coasy,1.3133133276911538e-5,0,4502
Cobl,6.936207782647861e-7,0,384
Cobll1,1.0570015696650748e-5,0,3399
Coch,6.122970461840299e-8,0,18
Cog1,1.1412872752145468e-5,0,4677
Cog2,1.5757801622666702e-5,0,5778
Cog3,1.2356240202133898e-5,0,3249
Cog4,2.016379545793544e-5,0,7368
Cog5,2.605540850440283e-5,0,8698
Cog6,1.199848401375036e-5,0,4002
Cog7,1.3189462039317314e-5,0,4116
Cog8,2.2675941774042505e-5,0,7990
Coil,6.6743630743763525e-6,0,2399
Col10a1,6.122970461840299e-8,0,18
Col11a1,1.7925972711624947e-7,0,27
Col11a2,1.1557805201953727e-6,0,380
Col12a1,1.923987150731389e-6,0,672
Col13a1,4.428806705792672e-6,0,1449
Col14a1,2.5663567469316385e-6,0,1278
Col15a1,2.2810378137342646e-6,0,1045
Col16a1,7.507320160686759e-7,0,289
Col17a1,2.755634877022126e-7,0,78
Col18a1,1.823981653229344e-6,0,664
Col19a1,6.122970461840299e-8,0,10
Col1a1,1.4248041774176767e-5,0,4586
Col1a2,1.7801418166828795e-5,0,6389
Col20a1,9.468304709571536e-7,0,166
Col22a1,1.1222157884610816e-7,0,35
Col23a1,2.852411778144336e-6,0,951
Col24a1,6.122970461840299e-8,0,5
Col25a1,6.122970461840299e-8,0,12
Col26a1,4.7411634878819465e-7,0,35
Col27a1,1.7951985631024437e-6,0,766
Col28a1,1.1222157884610816e-7,0,26
Col2a1,1.282678528885443e-7,0,2
Col3a1,2.7177470245497805e-5,0,9168
Col4a1,4.7871919183496776e-5,0,19930
Col4a2,3.2917458691318066e-5,0,11060
Col4a3,6.936207782647861e-7,0,143
Col4a3bp,3.429937429482612e-5,0,13410
Col4a4,1.1763616487671282e-6,0,530
Col4a5,6.662614744439776e-7,0,414
Col4a6,2.755634877022126e-7,0,55
Col5a1,1.8094997607737101e-6,0,684
Col5a2,4.0271456029176924e-06,0,1601
Col5a3,4.8648066576831e-7,0,156
Col6a1,6.858065173600352e-6,0,2703
Col6a2,4.712473604887815e-6,0,1662
Col6a3,6.086430236600262e-6,0,2226
Col6a4,6.122970461840299e-8,0,5
Col6a5,6.122970461840299e-8,0,20
Col6a6,2.764614574972883e-7,0,18
Col7a1,4.6860658315307125e-7,0,91
Col8a1,5.823220308381298e-7,0,193
Col8a2,6.122970461840299e-8,0,89
Col9a1,1.941987937298625e-7,0,0
Col9a2,6.122970461840299e-8,0,3
Col9a3,3.727652180832514e-7,0,148
Colca2,3.727652180832514e-7,0,137
Colec10,6.122970461840299e-8,0,5
Colec11,1.7925972711624947e-7,0,67
Colec12,8.720015266582162e-6,0,3309
Colgalt1,8.17367036449708e-5,0,32779
Colgalt2,1.6296225114997313e-6,0,648
Colq,1.7240742277371253e-6,0,468
Commd1,5.916015723418083e-5,0,21857
Commd10,1.621605581878913e-5,0,5719
Commd2,5.262123381941088e-5,0,15764
Commd3,9.08365860496403e-5,0,29674
Commd4,8.98956739629162e-5,0,23685
Commd5,2.755634877022126e-7,0,77
Commd6,6.217681474759388e-5,0,21031
Commd7,6.233935809970217e-5,0,22392
Commd8,6.852693615537212e-5,0,22065
Commd9,1.8431212798850264e-5,0,5887
Comp,4.6860658315307125e-7,0,93
Comt,4.971273885357793e-5,0,23087
Comtd1,2.748912638724002e-5,0,9650
Cop1,5.211622996413484e-5,0,19875
Copa,7.752120583740119e-5,0,27182
Copb1,7.154359755843165e-5,0,27239
Copb2,6.54590610594791e-5,0,25435
Cope,1.0212232727539863e-4,0,37270
Copg1,3.424814881369336e-5,0,10476
Copg2,1.7174174190803473e-5,0,6239
Coprs,5.2977824784185635e-6,0,1754
Cops2,3.0359133602672594e-5,0,12108
Cops3,3.4370423448475975e-5,0,10812
Cops4,4.518363070812339e-5,0,16326
Cops5,4.8418531722241584e-5,0,17658
Cops6,7.14629382824906e-5,0,24899
Cops7a,2.7942302313580993e-5,0,9613
Cops7b,7.360267910247503e-6,0,3040
Cops8,3.588482632101218e-5,0,12270
Cops9,2.012093524045852e-4,0,66858
Copz1,5.132763546767992e-5,0,19341
Copz2,7.306544045408712e-6,0,2639
Coq10a,1.2317141284187846e-5,0,4184
Coq10b,4.830076593423899e-5,0,20333
Coq2,2.620967304763516e-5,0,8051
Coq3,6.515100266702306e-6,0,2494
Coq4,4.455410320321042e-6,0,1749
Coq5,1.762735098630988e-5,0,7125
Coq6,8.29126165597415e-6,0,2071
Coq7,1.7127474335569555e-5,0,5414
Coq8a,8.105057275572336e-6,0,2377
Coq8b,1.1197220492461652e-5,0,3543
Coq9,1.2748490240492814e-5,0,4469
Corin,2.764614574972883e-7,0,135
Coro1a,8.409221787950312e-4,0,288062
Coro1b,6.632808529214136e-6,0,1769
Coro1c,4.331848422824147e-5,0,16512
Coro2a,3.6368034188682296e-5,0,13006
Coro2b,6.473473533757305e-6,0,2253
Coro6,7.775602218706338e-7,0,447
Coro7,3.0380906614924312e-5,0,10717
Cort,2.755634877022126e-7,0,21
Cotl1,3.0374760651969703e-4,0,111572
Cox10,1.1354031313953214e-5,0,4889
Cox11,9.565332052135131e-6,0,3003
Cox14,1.2792231441892954e-4,0,42438
Cox15,8.604857720658229e-6,0,2038
Cox16,8.10524886073002e-5,0,30082
Cox17,3.0409271593977936e-4,0,92145
Cox18,1.4480973474616591e-5,0,4355
Cox19,2.7347032096096147e-5,0,9794
Cox20,8.449411663661696e-5,0,25595
Cox4i1,8.771836849273352e-4,0,297547
Cox4i2,6.931565386010695e-6,0,1678
Cox5a,5.362297574437332e-4,0,174243
Cox5b,2.7970714595578665e-4,0,104515
Cox6a1,2.4403722700504056e-4,0,91496
Cox6a2,1.327776603038242e-5,0,5342
Cox6b1,4.575200264567451e-4,0,164554
Cox6b2,9.433027903922353e-6,0,3676
Cox6c,6.378509300416044e-4,0,211217
Cox7a1,3.1239035098544028e-6,0,1007
Cox7a2,4.8465270750446996e-4,0,155242
Cox7a2l,3.6218369576921576e-4,0,132216
Cox7b,3.558412996261086e-4,0,116896
Cox7b2,1.1222157884610816e-7,0,2
Cox7c,6.318387422622537e-4,0,226648
Cox8a,8.415163115572343e-4,0,312692
Cox8b,1.6387119037069368e-6,0,175
Cox8c,3.0372819744644937e-8,0,1
Cp,8.65150544932985e-6,0,3919
Cpa1,3.0372819744644937e-8,0,1
Cpa2,6.122970461840299e-8,0,29
Cpa3,1.7925972711624947e-7,0,246
Cpa4,0,0,0
Cpa5,3.085688487375806e-8,0,1
Cpa6,3.7140485277203244e-7,0,30
Cpb1,1.7925972711624947e-7,0,17
Cpb2,6.122970461840299e-8,0,5
Cpd,4.227197899242131e-5,0,18663
Cpe,3.3098377803125567e-6,0,1221
Cpeb1,7.323831830521934e-7,0,317
Cpeb2,1.117031051927106e-5,0,3606
Cpeb3,2.265949266037336e-6,0,1143
Cpeb4,3.743631789033876e-5,0,12823
Cped1,3.667123264201258e-6,0,1348
Cphx1,0,0,0
Cphx2,3.085688487375806e-8,0,1
Cphx3,0,0,0
Cplane1,1.384865878460414e-5,0,5317
Cplane2,2.755634877022126e-7,0,52
Cplx1,1.282678528885443e-7,0,4
Cplx2,1.0318482993712962e-6,0,226
Cplx3,1.282678528885443e-7,0,7
Cplx4,6.122970461840299e-8,0,2
Cpm,1.369440604951309e-5,0,4831
Cpn1,4.993236460234823e-7,0,133
Cpn2,1.282678528885443e-7,0,1
Cpne1,4.08747379089972e-5,0,11294
Cpne2,1.1643246584941585e-5,0,4788
Cpne3,5.548873263202202e-5,0,21563
Cpne4,6.122970461840299e-8,0,7
Cpne5,8.965062963176061e-6,0,5032
Cpne6,0,0,0
Cpne7,1.8835647063890608e-6,0,405
Cpne8,9.25431641801734e-6,0,4471
Cpne9,1.282678528885443e-7,0,76
Cpox,1.1145999433300689e-5,0,4400
Cpped1,6.186864821162076e-6,0,3078
Cpq,2.663851279765007e-5,0,9429
Cps1,0,0,0
Cpsf1,1.535078212302243e-5,0,4551
Cpsf2,4.17618706218242e-5,0,16674
Cpsf3,3.0623491390522194e-5,0,10248
Cpsf4,1.4280012069771823e-5,0,4708
Cpsf4l,6.122970461840299e-8,0,6
Cpsf6,6.866136887758008e-5,0,21793
Cpsf7,4.45928562219684e-5,0,12813
Cpt1a,4.1379738194585616e-5,0,15965
Cpt1b,1.0845368973996558e-6,0,417
Cpt1c,6.493847982375459e-7,0,170
Cpt2,1.0266091056813161e-5,0,3791
Cptp,5.226735194041077e-6,0,1729
Cpvl,6.122970461840299e-8,0,3
Cpxcr1,3.0372819744644937e-8,0,1
Cpxm1,7.323831830521934e-7,0,412
Cpxm2,6.122970461840299e-8,0,24
Cpz,1.282678528885443e-7,0,38
Cr1l,7.286786598487602e-5,0,29163
Cr2,3.179481044556866e-5,0,9344
CR628363.1,0,0,0
CR628363.2,0,0,0
CR974424.1,0,0,0
CR974480.1,0,0,0
CR974488.1,0,0,0
CR974586.1,0,0,0
CR974586.2,3.0372819744644937e-8,0,1
CR974586.3,0,0,0
CR974586.4,1.1222157884610816e-7,0,67
CR974586.5,0,0,0
Crabp1,1.1222157884610816e-7,0,13
Crabp2,2.0942330922714696e-7,0,36
Cracr2a,7.316173888301726e-6,0,1792
Cracr2b,1.5181791459436184e-5,0,6385
Cradd,1.1454500299232356e-5,0,4154
Cramp1l,1.7473075491554218e-5,0,5786
Crat,1.161635892936845e-5,0,4514
Crb1,6.122970461840299e-8,0,3
Crb2,2.0942330922714696e-7,0,25
